38.1156	1.66722	0	0
37.641	1.82454	0	0
37.1664	1.98185	0	0
36.6918	2.13917	0	0
36.2172	2.29649	0	0
35.7426	2.45381	0	0
35.268	2.61112	0	0
34.7934	2.76844	0	0
72.2052	16.9264	0	1
71.9805	16.4797	0	1
71.7557	16.0331	0	1
71.531	15.5864	0	1
71.3063	15.1398	0	1
71.0815	14.6931	0	1
70.8568	14.2465	0	1
70.632	13.7998	0	1
70.4073	13.3532	0	1
70.1826	12.9065	0	1
69.9578	12.4599	0	1
34.7833	6.85591	0	2
35.0576	6.43785	0	2
35.3318	6.01979	0	2
35.6061	5.60173	0	2
35.8804	5.18367	0	2
36.1547	4.76561	0	2
36.4289	4.34755	0	2
36.7032	3.92949	0	2
36.9775	3.51143	0	2
37.2518	3.09337	0	2
37.526	2.67531	0	2
37.8003	2.25726	0	2
38.0746	1.8392	0	2
20.6813	21.7779	0	3
20.8737	21.3164	0	3
21.0661	20.8549	0	3
21.2586	20.3934	0	3
21.451	19.9319	0	3
21.6434	19.4704	0	3
21.8358	19.0089	0	3
22.0283	18.5475	0	3
22.2207	18.086	0	3
22.4131	17.6245	0	3
22.6055	17.163	0	3
22.798	16.7015	0	3
22.9904	16.24	0	3
23.1828	15.7785	0	3
12.3756	76.314	0	4
11.8925	76.443	0	4
11.4094	76.572	0	4
10.9264	76.701	0	4
10.4433	76.8301	0	4
9.96023	76.9591	0	4
9.47716	77.0881	0	4
8.9941	77.2172	0	4
8.51103	77.3462	0	4
8.02797	77.4752	0	4
81.1572	51.1521	0	5
80.6648	51.2386	0	5
80.1723	51.3251	0	5
79.6798	51.4115	0	5
79.1874	51.498	0	5
78.6949	51.5845	0	5
78.2024	51.671	0	5
77.71	51.7574	0	5
77.2175	51.8439	0	5
76.7251	51.9304	0	5
76.2326	52.0169	0	5
17.7593	62.2334	0	6
17.266	62.3152	0	6
16.7727	62.3969	0	6
16.2794	62.4786	0	6
15.7862	62.5603	0	6
15.2929	62.6421	0	6
14.7996	62.7238	0	6
14.3063	62.8055	0	6
13.8131	62.8872	0	6
13.3198	62.969	0	6
81.1117	66.1502	0	7
80.6727	66.3895	0	7
80.2336	66.6288	0	7
79.7946	66.868	0	7
79.3556	67.1073	0	7
78.9165	67.3466	0	7
78.4775	67.5858	0	7
78.0385	67.8251	0	7
77.5994	68.0644	0	7
77.1604	68.3037	0	7
76.7214	68.5429	0	7
76.2823	68.7822	0	7
50.7403	67.566	0	8
50.9133	68.0351	0	8
51.0864	68.5042	0	8
51.2594	68.9733	0	8
51.4325	69.4424	0	8
51.6055	69.9114	0	8
51.7786	70.3805	0	8
51.9516	70.8496	0	8
52.1247	71.3187	0	8
52.2977	71.7878	0	8
52.4708	72.2569	0	8
52.6438	72.726	0	8
13.9626	95.0967	0	9
13.6023	94.75	0	9
13.2421	94.4033	0	9
12.8819	94.0565	0	9
12.5216	93.7098	0	9
12.1614	93.3631	0	9
11.8011	93.0163	0	9
11.4409	92.6696	0	9
11.0806	92.3229	0	9
10.7204	91.9761	0	9
10.3602	91.6294	0	9
9.99992	91.2827	0	9
9.63967	90.9359	0	9
9.27943	90.5892	0	9
8.91919	90.2425	0	9
